Key,Value
94796189,라처 저택 유적
95844799,비르커 묘지
96893512,로진 묘지
97942118,사슈트라크
98991510,토솜 농장 유적
100040090,습지의 마녀회
101088668,트로그드레드 거미줄
102137467,나라하레트
103186065,비주르 홀 유적
104235398,스텐다르의 온화한 별
105283981,킬디르 묘지
106332587,마르프 탑 유적
107381381,사이러 궁정
108429959,보르그 성
109479287,블룩텐 농장 유적
110527893,사후아게크 동굴
111576593,마르그 저택
112625185,모긴다이
113673773,스투밤 묘지
114723151,코그컨 성
115771856,나르디르 홀
116820498,옛 가르차 오두막
117869111,차르켄 저택
118917700,슈르그른 성
119966282,와디제누
121015569,안토르의 거미줄
122064188,스텐다르의 불타는 일출
123112886,라메토르
124161500,슬라크케 요새
125210098,자베니아
126258734,여우와 야만인 주점
127307321,불운한 성 로지
128356798,여왕의 새끼 사슴 여관
129405455,토름컨 저택
130454792,를리름 저택
131503383,를로르트른 탑 유적
132551983,누르체 터널
133600681,큐제 농장
134649286,티르만 오두막
135698635,스텐다르의 피 흘리는 우상
136747259,사자와 사제 호스텔
137796000,다고스
138844664,마필라 묘지
139894101,인베레함의 무덤
140942714,리기인 홀 유적
141992095,버그텐의 지하 묘지
143040735,키스트 성 유적
144089467,두더지와 그리핀 주점
145138118,블라도비온의 돌무지
146187374,젠 로지
147236000,파우그타의 경비대
148284604,스텐다르의 영원한 일출
149333306,테르드케 요새
150381889,바에르톤 탑 유적
151432271,세란다-콤
152480861,바알라테우세사 동굴
153529477,슬루기르 묘지
154578056,붉은 거인 주점
155627572,를릭트 궁정 유적
156676394,목마른 성 여관
157725708,페르킨의 경비대 유적
158774290,죽은 진 로지
159822972,덕템 농장 유적
160871558,스텐다르의 통곡하는 징조
161920136,악마의 오우거 주점
162968729,포름테 오두막 유적
164018199,바에그트 묘지
165067009,나로자
166116413,옛 카르메 오두막 유적
167165096,슬라르콘 농장 유적
168214503,조드 신전
169263116,스텐다르의 통곡하는 제단
170311731,스텐다르의 내면의 일출
171360386,펜의 안식처
172409839,스텐다르의 불타는 구원자
173458441,알리크라
174507143,옛 그레필타 농장 유적
175556631,옛 마우르크-아이 오두막
176605288,안텔레랄라
177654661,데미블로테사 성당
178703270,스라소니와 고블린 호스텔
179752024,라모아웨인
180802482,옛 치르콘 거처
181851069,부스터 농장 유적
182899749,코존 성
183949105,파르크테 농장
184997721,더러운 고슴도치 주점
186046301,그롬고드 거미줄
187094929,자고코디수
188143528,체순 오두막 유적
189193190,시로구부
190242556,바로바르의 무덤
191291157,옛 누브 오두막
192339864,마우르프 저택
193388504,옛 구흐 오두막
194437841,옛 모스타 오두막
195486481,앙케르 거미줄
196536104,옛 모르므타 농장
197584745,스텐다르의 통곡하는 재탄생
198633375,스텐다르의 신성한 영혼
199682739,체숀 홀
200732271,불운한 사제 주점
201780964,메툴라
202829551,미-코롬
203879193,글로크 요새
204928583,옛 쿠트카 오두막
205977264,드워프와 경비대 주점
207025856,테르흐타 궁정 유적
208074444,파오필라의 경비대
209123897,스텐다르의 영원한 구원자
210173448,에펜 신전
211222058,셰슈컨의 소굴
212270681,옛 포르드자 농장
213319309,텔프른 농장 유적
214368756,도르타 탑
215417370,셀두르 묘지
216466044,토르겐 황궁
217514723,시요르펜 요새
218564063,켈란 홀
219612654,슈레스타 탑
220661236,스텐다르의 두려운 예언자
221709922,피순 농장
222759570,사우르투르 과수원 유적
223808184,블라르미르 농장
224856764,잘라카플렉스
225906201,샤그 요새 유적
226954808,옛 나필람 오두막
228004335,스텐다르의 영원한 영혼
229053016,그립비쓰 거미줄
230101594,메소파다
231152074,토겜 저택
232200795,코르크 궁전 유적
233250323,바에르드케른 저택 유적
234299737,스텐다르의 축복받은 영혼
235348344,블리스 홀
236397881,옛 데르그른 오두막
237446494,레쓰 홀
238495080,생쥐와 염소 여관
239543676,메르둔 요새
240592287,네부카논의 지하 묘지
241641772,카쓰 농장
242690359,옛 머크 저택 유적
243738940,데르흐트 홀 유적
244787524,패그티르 채석장
245836138,나렐리다이
246884751,옛 티스트카의 오두막 유적
247933417,쥐와 전갈 여관
248982810,스텐다르의 온화한 구원자
250031467,옛 글룰케른 오두막
251080048,카오르프트 홀
252128714,체티시아라
253178103,큐올웬의 성소
254227629,야게르토르의 둥지
255276232,힐리아
256324812,발룰리테르 사제관
257373454,존의 성소
258423937,스텐다르의 피 흘리는 영혼
259472602,스텐다르의 노래하는 빛
260522155,스터너 홀
261570737,라민자르
262619463,틀라필룬 궁전
263668060,스텐다르의 신성한 우상
264717445,라르머의 소굴
265766076,더러운 사냥꾼 술집
266814675,르하르그 홀
267863330,노르첸 요새
268911915,보스터 저택 유적
269961337,아고구라나
271011060,벨렌의 요새
272059640,블레르몸 저택
273109087,스텐다르의 기쁜 징조
274158713,옛 스타춤 오두막
275207373,스텐다르의 신성한 징조
276256713,비코롬
277305359,블루친 궁전 유적
278353957,트로글로비쓰 거미줄
279402560,춤추는 해골 산장
280451157,옛 커펀 저택 유적
281500599,네부칭구스의 영묘
282549244,레친 농장 유적
283597859,오사즈다이
284646505,스텐다르의 신성한 승천
285695991,젠 산장
286744615,스텐다르의 두려운 구원자
287793210,시루리아
288841797,그루흐티르 탑 유적
289891195,라오본 농장 유적
290939827,글리필림 홀
291988418,라름 지하 묘지
293037082,코그케른 홀
294085697,옛 네르켐 오두막 유적
295135097,크로르켐 묘지
296183718,레른 농장
297233252,슬렐프케 농장 유적
298281971,바리마르의 고분
299330569,스타둘람의 무덤
300379149,샤스타르의 경비대
301427780,누산 요새
302477180,스텐다르의 내부 제단
303525778,마엘뎀 농장
304574455,랄 광맥
305623831,울부짖는 거인 산장
306672563,도르툼 요새
307721988,스텐다르의 눈물 젖은 일출
308770593,네존 성
309819214,옛 보스텐 오두막
310867837,티그 성채 유적
311916424,블로그텐 농장 유적
312965044,두그로드의 성소
314014480,진홍빛 드래곤 여관
315063105,쥐와 성 산장
316111685,스텐다르의 축복받은 징조
317160266,라엔의 성유물함
318208914,기숨바카트
319257524,옛 마우스가의 오두막
320306128,옛 로그티의 농장 유적
321355517,나레미다
322404132,크로브트의 요새
323452780,크로필림 저택
324501422,네크로물람의 돌무지
325550786,스텐다르의 온화한 징조
326599516,플렐프 농장 유적
327648095,붉은 구덩이 산장
328696679,옛 치치카 저택
329745279,스텐다르의 무한한 일출
330793882,옛 겔드사의 오두막 유적
331843236,옛 슬라른 오두막
332892809,베즈 홀
333941395,버름갓의 소굴
334989983,레후긴 과수원
336038589,드워프와 수사슴 여관
337087215,추르흐텐 탑
338135797,페오노타르
339184390,버크 성 유적
340233021,이스푼누사
341281613,푸크투르 묘지
342331000,야만적인 경비대 술집
343379608,스텐다르의 신성한 구원자
344428193,옛 마르켄 저택
345476776,옛 톨딘 저택 유적
346525472,수흐트 요새
347574925,안텔리이가
348623583,옛 타룬 오두막
349672193,녹색 전갈 산장
350721642,스텐다르의 두려운 일출
351770233,사즈 탑
352818852,칼른 묘지
353867436,스텐다르의 노래하는 나무
354916022,제니부니스
355964708,틀리르트 저택
357014063,베즈의 요새
358062759,비브타 농장
359111377,아스미아메우에세사 수도원
360159968,여왕의 해골 술집
280614,코라노쓰의 무덤
1330211,아케이의 기쁜 제단
2379774,데블록 마녀회
3429338,불운한 고블린 술집
4479901,마들라
5528488,옛 레즈 오두막
6578066,슬로진 지하 묘지
7626665,데르몬 저택
8675250,옛 바즈사의 농장
9724788,웃는 사향쥐 여관
10774406,아케이의 축복받은 징조
11823947,기가 농장 유적
12873513,두흐탐 홀
13922119,플루르트시 마녀회
14971661,은빛 틈새 술집
16021288,클로스티르 광산
17070814,릴드 농장
18120387,그라르둠 저택
19169012,아케이의 침묵하는 우상
20220570,옛 크롤가의 저택
21269149,코르텐 묘지
22318700,아케이의 침묵하는 신탁
23367291,돼지와 단검 여관
24416873,부빌리가
25465475,옛 체그톰 오두막
26514055,비버와 지하 감옥 술집
27563571,아케이의 온화한 별
28613157,시릴리토르
29661742,옛 스탄카 오두막
30711352,사자와 거인 술집
31761888,모웨인
32810498,리브른 농장
33860020,춤추는 사향쥐 여관
34908636,불운한 수사슴 술집
35957224,옛 플리르탐 오두막
37006757,황금 고블린 술집
38055401,디바드 기념비
39104906,두더지와 그리핀 술집
40153505,붉은 진 술집
41202086,아트란다레아
42250688,게흐테 궁전
43300230,옛 노른키의 오두막 유적
44349839,황금 사냥꾼 술집
45398435,검은 성 여관
46447951,아케이의 불타는 예언자
47496543,아케이의 영원한 우상
48546121,네톰 오두막
49594710,쉬지 않는 단검 산장
50644300,데모도쓰 동굴
51693862,베스트 농장
52743394,스타필린 묘지
53791978,사올폼의 요새 유적
54840572,옛 사울카 오두막
55890138,부보고레그
56939726,잘루타르
57988316,니르크테 성
59037842,옛 포르니의 저택
60087432,케겜 채석장
61136024,인베리바우스의 고분
62184614,옛 체르크 오두막
63233210,옛 베르닌 오두막
64281800,카알람 채석장
65331301,라르텐 농장
66379920,멜 묘지
67428498,아케이의 피 흘리는 일출
68478031,플루르그른 농장
69526636,펜의 안식처
70575230,두꺼비와 경비대 산장
71624781,아케이의 두려운 제단
72673360,피탄다레아
73721998,아케이의 신성한 징조
74771525,바리마르의 저택
75820115,라스 광산
76868705,타루르 채석장
77917283,죽은 거인 산장
78966863,콜프텐 농장
80015445,클루크트 성 유적
81064986,리티바룰론의 영묘
82114541,옛 치아그티의 농장
83163142,보셴의 무덤
84211725,시우스 요새
85261281,살쾡이와 전갈 여관
86309862,크루크트 홀
87358449,두그타 저택
88409061,옛 노른가의 농장
89458556,드워프와 고블린 여관
90507160,사자와 머그잔 여관
91556742,보름케 탑 유적
92605339,웃는 수사슴 술집
93654858,베르흐트 저택
94704453,행운의 단검 여관
95753093,기실라코롬
96802664,옛 플룸시의 오두막
97852176,목마른 새 술집
98900755,비명 지르는 고블린 산장
99949360,녹색 고슴도치 술집
100997944,치샨 농장
102046546,불운한 사냥꾼 여관
103095127,를리른 궁전
104144622,포브타 저택 유적
105193222,아케이의 눈물 젖은 징조
106241831,라미리자르
107290433,사시르돈 둥지
108339922,바흐탐 궁전
109388506,다르트 저택
110437084,아트레투라나
111485666,펙탄 궁전 유적
112534275,플라르케 성
113583869,아케이의 온화한 빛
114632454,세키토쓰 둥지
115681966,검은 투구 여관
116730577,플라잉 노움 여관
117779168,클루퍼 농장
118827763,옛 디치컨 저택
119878318,물펜 광산
120927858,파즈 과수원
121976502,디스풀리바 동굴
123026027,사시루고스
124074624,아케이의 무한한 구원자
125123236,푸주르 채석장
126172736,커큰 저택
127221323,아케이의 신성한 제단
128269915,박쥐와 드래곤 산장
129318524,여우와 야만인 산장
130368048,블로르테 터널
131416636,블럭트 묘지
132465238,필론 코트 유적
133513843,를레르팀의 지하 묘지
134563343,사이스타 광맥
135611974,아케이의 영원한 예언자
136660578,라커 성
137710091,옛 매혹의 오두막
138758725,웃는 진 선술집
139807303,아케이의 기쁜 유물
140856833,여우와 오우거 선술집
141905448,두더지와 노움 선술집
142954036,황금 고슴도치 여관
144003528,포름트 탑
145052109,옛 그로크타 저택
146100692,로브 성
147149284,보이텐 홀
148197873,세레자르
149247395,옛 구르티 농장 유적
150295979,은색 해골 여관
151345575,사나운 늑대 술집
152394215,녹색 고블린 술집
153443738,루지르 채석장
154492334,박쥐와 진 술집
155542890,아케이의 무한한 징조
156591521,옛 스토트시 농장
157641013,글로스테 농장
158689599,베쉬 저택 유적
159738185,베르비부사
160786781,그루르문 발굴지
161836332,사나운 사향쥐 선술집
162884980,옛 리스테 오두막
163933562,척톰 성
164983033,눌푼 농장
166031626,타실리아
167080208,흰 새 여관
168128795,슈로그 농장 유적
169177410,빌프텐 요새 유적
170226015,펠리사
171275589,척톤 황궁
172324176,바로미우스의 무덤
173372759,두림 농장
174422256,그로메곤
175470868,옛 시르그컨 판잣집
176519461,아케이의 영원한 빛
177568970,니테 저택
178617558,옛 기르톤 오두막 유적
179667145,옛 킬바 오두막 유적
180715735,블레르드컨 과수원
181764321,베르틴 묘지
182812943,렐테 저택
183862425,메세투아라
184911071,펜의 성소
185960624,디스포르고니바의 은신처
187009243,도즈 저택
188058712,사이의 성유물함
189107315,리스케 묘지
190155935,미즈트 코트
191204528,버그 발굴지
192253106,촐담 근위대
193301694,보파일러 농장
194350278,툴라카시아
195398863,케른텐 농장
196448324,바게르의 무덤
197496981,탈 탑
198546494,아기부누
199595078,아고투다타
200643689,바우르틴 농장
201692294,녹슨 고슴도치 선술집
202740872,도타르 묘지
203789460,아케이의 눈물 젖은 일출
204838962,플릴 유적
205887566,라트자 결사
206936158,아케이의 축복받은 순교자
207985722,현자 기념비
209034323,아케이의 고요한 빛
210082903,시치 농장
211132497,글라치컨 농장
212182056,악당과 그리핀 호스텔
213230643,아케이의 불타는 재탄생
214279228,아케이의 영원한 예언자
215328727,페오네완
216377313,틀록타 코트
217425940,아케이의 축복받은 빛
218474536,페오니리토르
219524037,보테의 무덤
220572643,움바스타-이즈
221622164,옛 클릴타 오두막
222670759,옛 디르팜 오두막
223719376,옛 라르카 저택
224767955,옛 플라시 저택
225816546,악마의 늑대 선술집
226866112,아케이의 무한한 영혼
227914703,스타필란 과수원
228963299,마우스타 코트
230012756,시리이디수
231061403,옛 글로르치 오두막
232110005,치르치 농장 유적
233159493,크루스테 황궁 유적
234208431,디른케 저택
235257680,옛 메르크텐 판잣집
236306258,비그릴의 성소
237354891,체토아레트
238403731,옛 낙탄 저택
239452315,옛 게르겜 저택
240501518,아케이의 무한한 예언자
241550101,옛 슐드키 오두막
242598679,쿠봄 황궁
243647389,아케이의 온화한 순교자
244696885,테르단 근위대
245745485,사히아모타의 구멍
246794067,하자르 채석장
247842663,케르드케 묘지
248891243,춤추는 전갈 술집
249939839,텔푼 홀 유적
250988472,옛 크루르드카 저택
252037912,자구오
253086525,춤추는 성 여관
254135105,불운한 성 호스텔
255183685,메사제르
256232310,옛 틀리지에 판잣집
257280915,진홍색 고블린 술집
258329527,블롤라르 농장
259378994,옛 세스탐 저택
260427633,옛 마올리 저택 유적
261476410,짐 세이 성소
262525663,피티리레트
263574243,돼지와 주전자 선술집
264622863,보고름 발굴지
265671534,스테브 요새
266720140,데모가스 동굴
267769537,검은 머그잔 여관
268818143,독트 농장
269866770,쿠그타 성 유적
270915592,슈록티르 과수원
271964817,비버와 고슴도치 술집
273013426,노롬 홀
274062031,와디자제트
275110643,아케이의 온화한 나무
276159236,파푸자
277207872,를로린 광맥
278256620,슈리르첸 묘지
279305835,아군누톤
280354454,체르크 코트 유적
281403107,보이르트 홀
282451687,셔트 농장
283500290,불운한 사냥꾼 술집
284548922,아게라나
285598299,아케이의 신성한 빛
286646981,를루르피르 근위대
287695809,옛 네브자 오두막
288745021,목마른 근위대 술집
289793627,스트레너 피난처
290842367,카즈 홀 유적
291890961,클레필케 광산
292939545,바알론 구멍
293988262,세르트 저택
295037564,여우와 고블린 선술집
296086275,라지르 성채
297134854,돼지와 지하 감옥 산장
298184204,아케이의 두려운 예언자
299232783,아케이의 온화한 구원자
300281370,다르키바룰론의 무덤
301329967,부주르 농장
302378551,춤추는 요정 산장
303427278,옛 보지 판잣집
304475879,비르곤 지하 묘지
305524589,주바토네사 구멍
306573896,피틸라자
307622560,노를로고드의 둥지
308672305,아케이의 성스러운 순교자
309721565,마스틴 지하 묘지
310770162,게란크스 구멍
311818880,로젬 성채 유적
312867615,옛 라르트 판잣집
313916202,움베-타르
314965464,아기리비
316014135,바흐텐 채석장
317062778,슈라르트케 저택
318111361,마르둠 농장
319159950,바르곤 농장 유적
320208530,쿠버 농장
321257128,가르크 오두막 유적
322305813,발릴리테라 수도원
323355055,목마른 전갈 산장
324403651,파저 성 유적
325452413,바울돈 농장
326501073,파오탐 과수원
327550356,틀레스탄 요새
328599030,행운의 고슴도치 여관
329647642,호문오르곤의 은신처
330696228,플로르프케 묘지
331744867,생쥐와 수사슴 술집
332793464,쥐와 성 선술집
333842138,두꺼비와 성 여관
334891455,미스템 황궁
335940137,베르베미제트
336988741,옛 쿠지시 판잣집 유적
338037341,슬라르딤 터널
339085990,누르 지하 묘지
340134602,왕의 염소 선술집
341183183,푸쉬 구덩이
342232477,투치컨 요새
343281055,펜의 피난처
344329700,옛 니굼 판잣집 유적
345378384,조드 성소
346426963,를루스티르 저택 유적
347475549,아스메브로르고네사 동굴
348524169,스라소니와 고슴도치 선술집
349573491,두꺼비와 그리핀 선술집
350622206,여왕의 머그잔 산장
351670860,데필람 오두막
352719460,웃는 투구 술집
353768052,아케이의 축복받은 유물
354817345,무필 농장 유적
355865932,불 저택 유적
356914570,티스 무덤
357963190,흰 성 산장
359011820,클리봄 묘지
360060417,옛 그라르넴 저택
361109009,쿠제 오두막
362157694,레르칸 근위대 유적
363207017,게라세나 구덩이
364255625,마우르크 코트
365304319,블레트 농장 유적
366352900,주바테우스 구멍
367401481,야만인 주점
368450071,드워프와 고양이 숙소
369498677,올드 블로르티의 거처
370548085,안팡
371596695,옛 티르틴 거처의 폐허
372645282,아케이의 신성한 오라클
373693874,베슈텐 광산
374742470,노를로스의 거미줄
375791126,아케이의 피 흘리는 징조
376839770,플라이터 농장
377889063,올드 코리르 오두막
378937744,사오르트 농원
379986322,메르텐 농가
381034968,올드 커스트사 농장의 폐허
382083548,이스파스쿠아라
383132133,죽은 새 여관
384180727,니틴 농가
385229376,고르툼 홀
386278617,악마의 고슴도치 선술집
387327293,악당과 오소리 숙소
388375874,도르추르 법정의 폐허
389424474,비버와 해골 주점
390473067,쥐와 전갈 주점
391521701,카르마르 저택
392570291,슈리필린 광맥
393618902,올드 베르그 오두막
394667540,엘로아토르
395716850,카일프 탑의 폐허
396765447,다크햄 홀
397814096,텍투르 묘지
398862681,로길리레아
399911306,디스 묘지
400960003,클라폼 법정
402008582,라모하부
403057878,왕의 사향쥐 여관
404106556,블레시컨 법정의 폐허
405155141,그라브텐 묘지
406203744,울부짖는 오소리 주점
407252359,악당과 고양이 호스텔
408300943,사슐로커
409349533,진홍빛 고양이 호스텔
410398134,아케이의 신성한 영혼
411447558,울부짖는 거인 주점
412496148,모시 농가
413544730,바가즈웨인
414593314,여우와 고슴도치 숙소
415641905,바우스트른 성
416690483,그럼라곤
417739082,토르크테 탑
418787688,바가드타르
419836266,비명 지르는 전갈 여관
420884864,두그로드의 사당
421934256,악마의 드래곤 호스텔
422982924,디바드 기념비
424031523,보즈른 농장의 폐허
425080111,티슈텐 농장
426128800,두더지와 그리핀 호스텔
427177389,아케이의 영원한 제단
428226661,블라스탄 저택의 폐허
429275510,아케이의 고요한 재탄생
430324093,불운한 진 주점
431373454,올드 세스바 오두막
432422032,키에란 극장
433470632,웃는 야만인 선술집
434519220,메일디르 농가
435567805,를리르켐 요새
436616438,모레다타
437665023,틀레타 농가
438713608,를리필라르 채석장
439762242,아케이의 축복받은 영혼
440811747,베그텐 궁전
441860378,옛 스터그타 오두막의 폐허
442908961,렐다르 농가
443957573,누르폼 구덩이
445006152,소르드컨 터널
446054731,가타 농가
447103311,누르맘 저택의 폐허
448152735,왕의 마멋 선술집
449201439,붉은 드래곤 선술집
450250078,바알루케루나의 구멍
451299362,올드 라르피의 거처
452347947,카르곤 농가
453396544,슈로필테 요새
454445225,페오네투자
455493813,올드 퍼트의 거처
456542412,라에르팀 저택의 폐허
457591005,치르티르 홀의 폐허
458639591,아케이의 영원한 별
459688172,두그로드의 사당
460736834,노르다르 농가
461786129,미비 결사
462834814,슈루스 저택
463883463,목마른 단검 주점
464932068,타시 묘지
465980688,하얀 악당 여관
467029300,사르눔 탑
468078561,박쥐와 사향쥐 숙소
469127163,로르콤 묘지
470175759,스토스 농가
471224419,사호르고네나 골짜기
472273087,볼드 홀의 폐허
473321671,올드 니름타 오두막
474370268,라오르티르 홀의 폐허
475418874,살쾡이와 던전 호스텔
476467490,짐 세이 사당
477516754,만다고라
478565418,바알룰리테사 동굴
479614019,게르네 탑
480662728,악마의 마멋 여관
481711313,세름른 농원
482759903,왕의 고슴도치 여관
483809207,아케이의 영원한 순교자
484857805,체툼바노
485906497,야그토르 조류 사육장
486955075,마레브레르의 은신처
488003661,룰트 저택의 폐허
489052329,렐치르 농원
490100960,파파칼라
491150241,아케이의 축복받은 예언자
492198841,엘로판
493247422,데모르곤의 구멍
494296001,녹슨 사향쥐 선술집
495344592,시필람 광산
496393199,무순 농장의 폐허
497441778,시쉬의 지하 묘지
498490387,라즈 농가
499538966,울부짖는 거인 선술집
500587544,페겐 궁전
501636224,보르텐 홀
502684832,그리룬 법정의 폐허
503733446,부보비아
504782726,올드 발자 농장의 폐허
505831379,아케이의 두려운 별
506879971,키에란 극장
507928598,블럭톤 과수원
508977225,를라그트 농원
510025804,라롬 저택
511074405,포그트 농가
512122992,블러셔 궁전
513171575,붉은 악당 호스텔
514220177,박쥐와 던전 주점
515268759,올드 투그카 농장
516317352,녹슨 고슴도치 호스텔
517366664,로르틴 농장
518415245,플로르칸 농가
519463835,벨로드레드
520512475,죽은 던전 주점
521561122,비부디수
522609701,그루트케 오두막
523658404,헤즈가우스
524707712,포르가 궁전
525756304,발티메온의 돌무지
526804889,올드 모르타 농장의 폐허
527853505,풋 농장의 폐허
528902110,길디르 법정
529950725,다이버 농가
530999355,블리르그 농가
532047934,나는 전갈 숙소
533096591,무르크 채석장
534145858,그리르민 묘지
535194585,세둔누토르
536243174,마로다스의 구덩이
537291752,테제 성
538340348,옛 쿠르탐 오두막의 폐허
539388960,세데라니아
540437567,아케이의 축복받은 일출
541486151,페른 근위대의 폐허
542534751,글랄딘 탑
543583342,올드 보일드 오두막
544632610,아케이의 신성한 징조
545681192,은빛 해골 숙소
546729808,크릴프 발굴지
547778446,마촌 묘지
548827033,조드 사당
549875618,타셔 묘지
550924196,목마른 악당 주점
551972809,라니부오
553021396,비사르 근위대
554070075,글레르돔 농가
555118670,아케이의 내면의 나무
556167259,올드 틸레 오두막
557216594,나는 구덩이 호스텔
558265179,페스텐 농장의 폐허
559313778,라우즈트 발굴지
560362360,부르크타 농가
561410967,부크트 저택의 폐허
562459550,아페라 고라
563508149,치오크컨 채석장
564556749,황금 심연 숙소
565605365,웃는 노움 주점
566653961,아케이의 온화한 오라클
567702561,죽은 고슴도치 호스텔
568751153,누즈 과수원
569800487,스토트 홀의 폐허
570849065,아케이의 통곡하는 별
571897682,아케이의 내면의 예언자
572946261,스쿨라루고스의 거미줄
573994872,파이침 채석장
575043481,리신 농가의 폐허
576092130,클루존 과수원
577140733,도타르 근위대
578189329,춤추는 고블린 숙소
579237935,사오필람 저택
580287209,춤추는 구덩이 여관
581335828,다모니다크스
582384447,올드 슬로그 오두막
583433066,쥐와 개 여관
584481800,춤추는 노움 숙소
585531161,라르팀 저택의 폐허
586579741,올드 킥트의 거처
587628343,플레른 매장지
588676931,마킬리웨인
589725634,글로스트 홀의 폐허
590774260,카엑톰 과수원
591822845,마킬라 타르
592872152,아케이의 영원한 순교자
593920756,옛 메필론 오두막의 폐허
594969370,페오노코가
596017981,빌담 농가
597066710,아케이의 피 흘리는 승천
598116045,버트 농가
599164838,두르뎀 요새
600213419,세르텐 법정
601262816,푸르딘 농장
602311429,올드 블라르타의 거처
603360154,올드 파오르크타 오두막의 폐허
604408733,비쉬 광산
605457321,초록 고슴도치 주점
606505916,아케이의 통곡하는 징조
607555179,아케이의 영원한 예언자
608603803,야만인 술잔 숙소
609652458,샤르긴 법정
610701047,녹슨 검 선술집
611749757,사우르트 탑의 폐허
612798348,아케이의 노래하는 구원자
613846938,블라르터 저택
614895519,아트라자
615944820,데모르고나 동굴
616993464,사호트의 구덩이
618042073,패일판 무덤
619090774,네크로물란의 돌무지
620140129,도춘 농장
621188962,부바스타제르
622238277,자게투자르
623287082,그루크 요새
624336490,옛 그리굼의 거처
625386017,잘레나시아
626434634,옛 넬푸르의 오두막
627483221,페춘 저택 폐허
628531964,구솜 황궁
629580576,픽트 광산
630629882,옛 쿨돔의 판잣집
631678738,오숨바웨인
632728020,모란다가
633776605,테그트 무덤
634825184,옛 바욱트의 거처
635873828,세리릴라
636922587,촉티르 농장
637971932,콕트 농장
639020732,흰 그리핀 여관
640069323,마그니부스의 지하 묘지
641118634,왕의 늑대 호스텔
642167220,부라르의 경비대
643215803,라아르콤 광맥
644264383,춤추는 단검 술집
645312968,마엘링크세사의 소굴
646361619,라누투니스
647411156,웃는 진 산장
648459938,딜롬 농장
649509246,비필의 경비대
650557832,블룰뎀 묘지
651606434,주빌레우시아의 은신처
652655043,라일리르 저택 폐허
653703784,키그트 지하 묘지
654752399,미르두르 농장 폐허
655801692,라오스 성채
656850306,아케이의 내면의 별
657899140,할의 선술집
658948456,옛 말시의 오두막
659997108,옛 그라즈파의 오두막
661045838,아케이의 피 흘리는 영혼
662095196,라엔의 성유물함
663143800,아가라레그
664192415,모르키테룰라 동굴
665241886,움베라닥스
666290483,쿠필 회관
667339079,차르 성채 폐허
668387721,부잔 탑 폐허
669436434,은빛 사냥꾼 선술집
670485772,옛 린자의 오두막
671534414,가필렌 묘지
672583006,옛 블릴프의 오두막
673631728,두더지와 머그 산장
674680323,현자 기념비
675729656,쉬지 않는 주전자 산장
676778251,슬라잔 농장 폐허
677826883,티르 황궁
678875632,여우와 전갈 호스텔
679924213,두꺼비와 오우거 산장
